PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,ENTUNAVAILREASON,ENTPOP,ENTAGG,ENTAGGYEAR,ENTYEAR1,ENTYEAR2,ENTSBJ,ACCESS,ALEVEL,BACC,DEGREE,FOUNDTN,NOQUALS,OTHER,OTHERHE
10007788,10007788,UG_TMEX,1,0,40,13,2022-23,2022-23,,CAH20-02-02,0,90,0,10,0,0,0,0
10007788,10007788,UG_TRTX,1,0,40,14,2022-23,2022-23,,,0,95,0,5,0,0,0,0
10007788,10007788,UG_VETMB,1,0,65,14,2022-23,2022-23,,,0,88,6,5,0,0,0,2
10007789,10007789,UNU18B21403,1,0,15,14,2022-23,2022-23,,,5,80,5,0,0,0,5,0
10007789,10007789,UNU18B23503,1,0,65,14,2022-23,2022-23,,,5,91,0,0,0,0,0,5
10007789,10007789,UNU18C70403,1,0,25,24,2021-23,2022-23,2021-22,,5,95,0,0,0,0,0,0
10007789,10007789,UNU18C91404,1,0,30,14,2022-23,2022-23,,,10,85,0,0,0,0,5,0
10007789,10007789,UNU18F10403,1,0,20,24,2021-23,2022-23,2021-22,,0,100,0,0,0,0,0,0
10007789,10007789,UNU18F90402,1,0,25,14,2022-23,2022-23,,,0,90,5,5,0,0,0,0
10007789,10007789,UNU18FL9402,1,0,10,14,2022-23,2022-23,,,0,100,0,0,0,0,0,0
10007789,10007789,UNU18FLL402,1,0,10,24,2021-23,2022-23,2021-22,,0,90,10,0,0,0,0,0
10007789,10007789,UNU1A100503,1,0,175,14,2022-23,2022-23,,,1,75,3,19,0,1,1,1
10007789,10007789,UNU1A104603,1,0,40,14,2022-23,2022-23,,,0,100,0,0,0,0,0,0
10007789,10007789,UNU1B160303,1,0,55,14,2022-23,2022-23,,,2,60,2,9,2,21,0,4
10007789,10007789,UNU1B210302,1,0,20,14,2022-23,2022-23,,,0,95,5,0,0,0,0,0
10007789,10007789,UNU1B230403,1,0,90,14,2022-23,2022-23,,,4,89,3,1,0,0,1,1
10007789,10007789,UNU1B620302,1,0,40,14,2022-23,2022-23,,,5,70,5,10,0,0,0,0
10007789,10007789,UNU1B720305,1,0,45,14,2022-23,2022-23,,,35,55,0,10,0,0,0,0
10007789,10007789,UNU1B730306,1,0,35,14,2022-23,2022-23,,,15,80,0,5,0,0,0,5
10007789,10007789,UNU1B740305,1,0,115,14,2022-23,2022-23,,,23,60,1,5,0,2,2,8
10007789,10007789,UNU1B760305,1,0,40,14,2022-23,2022-23,,,20,55,0,15,0,5,5,10
10007789,10007789,UNU1B780302,1,0,45,14,2022-23,2022-23,,,20,75,0,0,0,0,0,0
10007789,10007789,UNU1B920303,1,0,35,14,2022-23,2022-23,,,15,55,0,5,0,10,5,10
10007789,10007789,UNU1C100305,1,0,40,14,2022-23,2022-23,,,5,85,0,0,0,0,5,5
10007789,10007789,UNU1C104405,1,0,10,24,2021-23,2022-23,2021-22,,0,90,0,0,0,10,0,0
10007789,10007789,UNU1C105403,1,0,90,13,2022-23,2022-23,,CAH03-01-02,6,89,0,0,0,1,2,2
10007789,10007789,UNU1C10C404,1,0,15,14,2022-23,2022-23,,,0,100,0,0,0,0,0,0
10007789,10007789,UNU1C180303,1,0,15,14,2022-23,2022-23,,,0,80,10,0,0,0,0,5
10007789,10007789,UNU1C18A403,1,0,15,24,2021-23,2022-23,2021-22,,15,80,0,0,0,0,0,5
10007789,10007789,UNU1C18P401,1,1,25,13,2022-23,2022-23,,CAH03-01-03,10,75,10,0,0,0,0,10
10007789,10007789,UNU1C500303,1,0,180,12,2022-23,2022-23,,CAH03-01,6,87,2,0,0,1,2,3
10007789,10007789,UNU1C50A401,1,1,180,12,2022-23,2022-23,,CAH03-01,6,87,2,0,0,1,2,3
10007789,10007789,UNU1C50P401,1,0,180,12,2022-23,2022-23,,CAH03-01,6,87,2,0,0,1,2,3
10007789,10007789,UNU1C520301,1,1,60,13,2022-23,2022-23,,CAH02-05-03,3,87,3,0,0,3,0,3
10007789,10007789,UNU1C52P401,1,1,60,13,2022-23,2022-23,,CAH02-05-03,3,87,3,0,0,3,0,3
10007789,10007789,UNU1C600302,1,0,20,24,2021-23,2022-23,2021-22,,5,95,0,0,0,0,0,0
10007789,10007789,UNU1C60A401,1,0,85,13,2022-23,2022-23,,CAH03-02-01,1,94,1,0,0,0,0,3
10007789,10007789,UNU1C620301,1,0,15,14,2022-23,2022-23,,,0,90,0,0,0,0,0,10
10007789,10007789,UNU1C62A401,1,0,85,13,2022-23,2022-23,,CAH03-02-01,1,94,1,0,0,0,0,3
10007789,10007789,UNU1C62A401,1,0,15,13,2022-23,2022-23,,CAH23-01-04,0,95,5,0,0,0,0,0
10007789,10007789,UNU1C630302,1,0,85,13,2022-23,2022-23,,CAH03-02-01,1,94,1,0,0,0,0,3
10007789,10007789,UNU1C63A401,1,0,85,13,2022-23,2022-23,,CAH03-02-01,1,94,1,0,0,0,0,3
10007789,10007789,UNU1C640301,1,0,40,14,2022-23,2022-23,,,0,95,0,0,0,0,0,5
10007789,10007789,UNU1C64A401,1,0,15,14,2022-23,2022-23,,,10,90,0,0,0,0,0,0
10007789,10007789,UNU1C700304,1,0,20,14,2022-23,2022-23,,,0,95,0,0,0,0,0,5
10007789,10007789,UNU1C701404,1,0,55,13,2022-23,2022-23,,CAH03-01-08,5,92,1,0,0,0,1,2
10007789,10007789,UNU1C720405,1,0,55,13,2022-23,2022-23,,CAH03-01-08,5,92,1,0,0,0,1,2
10007789,10007789,UNU1C72A402,1,0,55,13,2022-23,2022-23,,CAH03-01-08,5,92,1,0,0,0,1,2
10007789,10007789,UNU1C73A401,1,1,55,13,2022-23,2022-23,,CAH03-01-08,5,92,1,0,0,0,1,2
10007789,10007789,UNU1C800302,1,0,170,14,2022-23,2022-23,,,4,88,3,2,0,1,1,3
10007789,10007789,UNU1C80A401,1,0,55,14,2022-23,2022-23,,,6,93,2,0,0,0,0,0
10007789,10007789,UNU1C810401,1,0,40,14,2022-23,2022-23,,,0,95,5,0,0,0,0,0
10007789,10007789,UNU1C820401,1,0,35,13,2022-23,2022-23,,CAH04-01-05,10,85,0,0,0,0,0,5
10007789,10007789,UNU1C830401,1,0,35,13,2022-23,2022-23,,CAH04-01-05,10,85,0,0,0,0,0,5
10007789,10007789,UNU1C840401,1,0,20,13,2022-23,2022-23,,CAH04-01-03,20,80,0,0,0,0,0,0
10007789,10007789,UNU1C850301,1,0,10,24,2021-23,2022-23,2021-22,,20,75,0,0,0,0,0,10
10007789,10007789,UNU1C85A401,1,0,35,13,2022-23,2022-23,,CAH04-01-05,10,85,0,0,0,0,0,5
10007789,10007789,UNU1C860301,1,0,10,14,2022-23,2022-23,,,20,80,0,0,0,0,0,0
10007789,10007789,UNU1C86A401,1,0,15,24,2021-23,2022-23,2021-22,,10,90,0,0,0,0,0,0
10007789,10007789,UNU1C880303,1,0,10,14,2022-23,2022-23,,,25,75,0,0,0,0,0,0
10007789,10007789,UNU1C88A401,1,0,35,13,2022-23,2022-23,,CAH04-01-05,10,85,0,0,0,0,0,5
10007789,10007789,UNU1C930303,1,0,60,14,2022-23,2022-23,,,3,87,3,0,0,3,0,3
10007789,10007789,UNU1C93A401,1,1,60,13,2022-23,2022-23,,CAH02-05-03,3,87,3,0,0,3,0,3
10007789,10007789,UNU1C93P401,1,1,60,13,2022-23,2022-23,,CAH02-05-03,3,87,3,0,0,3,0,3
10007789,10007789,UNU1CC74303,1,0,15,14,2022-23,2022-23,,,5,80,5,0,0,0,5,0
10007789,10007789,UNU1CC7A401,1,1,15,23,2021-23,2022-23,2021-22,CAH03-01-07,5,80,10,0,0,0,5,0
10007789,10007789,UNU1CC7A401,1,1,55,13,2022-23,2022-23,,CAH03-01-08,5,92,1,0,0,0,1,2
10007789,10007789,UNU1CC7P401,1,1,15,23,2021-23,2022-23,2021-22,CAH03-01-07,5,80,10,0,0,0,5,0
10007789,10007789,UNU1CC7P401,1,1,55,13,2022-23,2022-23,,CAH03-01-08,5,92,1,0,0,0,1,2
10007789,10007789,UNU1F100303,1,0,25,14,2022-23,2022-23,,,5,90,5,0,0,0,0,0
10007789,10007789,UNU1F101403,1,0,10,24,2021-23,2022-23,2021-22,,0,100,0,0,0,0,0,0
10007789,10007789,UNU1F103404,1,1,50,13,2022-23,2022-23,,CAH07-02-01,0,95,0,0,0,0,0,0
10007789,10007789,UNU1F104403,1,0,15,24,2021-23,2022-23,2021-22,,0,95,0,0,0,0,0,5
10007789,10007789,UNU1F150301,1,1,50,13,2022-23,2022-23,,CAH07-02-01,0,95,0,0,0,0,0,0
10007789,10007789,UNU1F151401,1,1,50,13,2022-23,2022-23,,CAH07-02-01,0,95,0,0,0,0,0,0
10007789,10007789,UNU1F15N401,1,1,50,13,2022-23,2022-23,,CAH07-02-01,0,95,0,0,0,0,0,0
10007789,10007789,UNU1F300303,1,0,15,24,2021-23,2022-23,2021-22,,0,75,0,5,0,0,5,15
10007789,10007789,UNU1F301403,1,0,15,13,2022-23,2022-23,,CAH07-01-01,5,80,0,5,0,0,5,0
10007789,10007789,UNU1F302403,1,0,15,13,2022-23,2022-23,,CAH07-01-01,5,80,0,5,0,0,5,0
10007789,10007789,UNU1F303403,1,0,15,13,2022-23,2022-23,,CAH07-01-01,5,80,0,5,0,0,5,0
10007789,10007789,UNU1F30A402,1,0,15,13,2022-23,2022-23,,CAH07-01-01,5,80,0,5,0,0,5,0
10007789,10007789,UNU1F630304,1,0,10,24,2021-23,2022-23,2021-22,,10,90,0,0,0,0,0,0
10007789,10007789,UNU1F645405,1,0,45,13,2022-23,2022-23,,CAH26-01-02,0,100,0,0,0,0,0,0
10007789,10007789,UNU1F645405,1,0,10,13,2022-23,2022-23,,CAH26-01-06,15,85,0,0,0,0,0,0
10007789,10007789,UNU1F647404,1,0,45,13,2022-23,2022-23,,CAH26-01-02,0,100,0,0,0,0,0,0
10007789,10007789,UNU1F647404,1,0,10,13,2022-23,2022-23,,CAH26-01-06,15,85,0,0,0,0,0,0
10007789,10007789,UNU1F64B402,1,0,45,13,2022-23,2022-23,,CAH26-01-02,0,100,0,0,0,0,0,0
10007789,10007789,UNU1F64B402,1,0,10,13,2022-23,2022-23,,CAH26-01-06,15,85,0,0,0,0,0,0
10007789,10007789,UNU1F660407,1,0,10,13,2022-23,2022-23,,CAH26-01-06,15,85,0,0,0,0,0,0
10007789,10007789,UNU1F661404,1,1,10,13,2022-23,2022-23,,CAH26-01-06,15,85,0,0,0,0,0,0
10007789,10007789,UNU1F663304,1,0,10,13,2022-23,2022-23,,CAH26-01-06,15,85,0,0,0,0,0,0
10007789,10007789,UNU1F67A402,1,0,10,13,2022-23,2022-23,,CAH26-01-06,15,85,0,0,0,0,0,0
10007789,10007789,UNU1F750403,1,0,70,13,2022-23,2022-23,,CAH26-01-04,1,93,1,1,0,0,3,0
10007789,10007789,UNU1F76A404,1,0,10,24,2021-23,2022-23,2021-22,,0,100,0,0,0,0,0,0
10007789,10007789,UNU1F800302,1,0,20,14,2022-23,2022-23,,,0,100,0,0,0,0,0,0
10007789,10007789,UNU1F801403,1,0,45,13,2022-23,2022-23,,CAH26-01-02,0,100,0,0,0,0,0,0
10007789,10007789,UNU1F801403,1,0,30,13,2022-23,2022-23,,CAH26-01-03,0,95,0,0,0,0,0,0
10007789,10007789,UNU1F802401,1,1,45,13,2022-23,2022-23,,CAH26-01-02,0,100,0,0,0,0,0,0
10007789,10007789,UNU1F802401,1,1,30,13,2022-23,2022-23,,CAH26-01-03,0,95,0,0,0,0,0,0
10007789,10007789,UNU1F80A401,1,1,45,13,2022-23,2022-23,,CAH26-01-02,0,100,0,0,0,0,0,0
10007789,10007789,UNU1F80A401,1,1,30,13,2022-23,2022-23,,CAH26-01-03,0,95,0,0,0,0,0,0
10007789,10007789,UNU1F850404,1,0,15,24,2021-23,2022-23,2021-22,,0,80,5,0,0,0,5,5
10007789,10007789,UNU1F900303,1,0,30,14,2022-23,2022-23,,,0,95,0,0,0,0,5,0
10007789,10007789,UNU1G100302,1,0,30,14,2022-23,2022-23,,,0,95,0,0,0,0,5,0
10007789,10007789,UNU1G103402,1,0,55,13,2022-23,2022-23,,CAH09-01-01,6,91,0,0,0,0,2,2
10007789,10007789,UNU1G10A401,1,0,55,13,2022-23,2022-23,,CAH09-01-01,6,91,0,0,0,0,2,2
10007789,10007789,UNU1G10F401,1,0,15,14,2022-23,2022-23,,,20,75,0,0,0,0,0,5
10007789,10007789,UNU1G10N402,1,0,55,13,2022-23,2022-23,,CAH09-01-01,6,91,0,0,0,0,2,2
10007789,10007789,UNU1G10P501,1,1,55,13,2022-23,2022-23,,CAH09-01-01,6,91,0,0,0,0,2,2
10007789,10007789,UNU1G150401,1,1,45,13,2022-23,2022-23,,CAH26-01-02,0,100,0,0,0,0,0,0
10007789,10007789,UNU1G150401,1,1,30,13,2022-23,2022-23,,CAH26-01-03,0,95,0,0,0,0,0,0
10007789,10007789,UNU1G15A401,1,1,45,13,2022-23,2022-23,,CAH26-01-02,0,100,0,0,0,0,0,0
10007789,10007789,UNU1G15A401,1,1,30,13,2022-23,2022-23,,CAH26-01-03,0,95,0,0,0,0,0,0
10007789,10007789,UNU1G1G3303,1,1,55,12,2022-23,2022-23,,CAH09-01,6,91,0,0,0,0,2,2
10007789,10007789,UNU1G1G3303,1,1,55,13,2022-23,2022-23,,CAH09-01-01,6,91,0,0,0,0,2,2
10007789,10007789,UNU1G400302,1,0,90,14,2022-23,2022-23,,,2,95,0,0,0,0,1,2
10007789,10007789,UNU1G401402,1,0,50,14,2022-23,2022-23,,,0,95,0,0,0,0,0,0
10007789,10007789,UNU1G407402,1,0,15,24,2021-23,2022-23,2021-22,,0,100,0,0,0,0,0,0
10007789,10007789,UNU1G409401,1,0,225,13,2022-23,2022-23,,CAH11-01-01,3,94,0,0,0,0,1,2
10007789,10007789,UNU1G414403,1,0,60,14,2022-23,2022-23,,,5,93,0,0,0,0,0,2
10007789,10007789,UNU1G4G4301,1,1,230,12,2022-23,2022-23,,CAH11-01,3,94,0,0,0,0,1,2
10007789,10007789,UNU1G4G4301,1,1,225,13,2022-23,2022-23,,CAH11-01-01,3,94,0,0,0,0,1,2
10007789,10007789,UNU1G4GP401,1,1,230,12,2022-23,2022-23,,CAH11-01,3,94,0,0,0,0,1,2
10007789,10007789,UNU1G4GP401,1,1,225,13,2022-23,2022-23,,CAH11-01-01,3,94,0,0,0,0,1,2
10007789,10007789,UNU1GG49401,1,1,230,12,2022-23,2022-23,,CAH11-01,3,94,0,0,0,0,1,2
10007789,10007789,UNU1GG49401,1,1,225,13,2022-23,2022-23,,CAH11-01-01,3,94,0,0,0,0,1,2
10007789,10007789,UNU1GN54302,1,0,15,24,2021-23,2022-23,2021-22,,0,85,0,0,0,15,0,0
10007789,10007789,UNU1GN55401,1,0,10,24,2021-23,2022-23,2021-22,,0,80,0,0,0,0,10,10
10007789,10007789,UNU1H100304,1,0,10,14,2022-23,2022-23,,,10,90,0,0,0,0,0,0
10007789,10007789,UNU1H101404,1,0,60,13,2022-23,2022-23,,CAH10-01-01,8,90,0,0,0,2,0,0
10007789,10007789,UNU1H102401,1,0,10,24,2021-23,2022-23,2021-22,,0,90,0,0,0,0,0,10
10007789,10007789,UNU1H10A401,1,1,60,13,2022-23,2022-23,,CAH10-01-01,8,90,0,0,0,2,0,0
10007789,10007789,UNU1H10F402,1,0,60,13,2022-23,2022-23,,CAH10-01-01,8,90,0,0,0,2,0,0
10007789,10007789,UNU1H10M301,1,1,85,12,2022-23,2022-23,,CAH10-01,6,88,4,0,0,1,0,1
10007789,10007789,UNU1H10N501,1,0,60,13,2022-23,2022-23,,CAH10-01-01,8,90,0,0,0,2,0,0
10007789,10007789,UNU1H11A401,1,1,85,12,2022-23,2022-23,,CAH10-01,6,88,4,0,0,1,0,1
10007789,10007789,UNU1H11M401,1,1,85,12,2022-23,2022-23,,CAH10-01,6,88,4,0,0,1,0,1
10007789,10007789,UNU1H12M401,1,1,85,12,2022-23,2022-23,,CAH10-01,6,88,4,0,0,1,0,1
10007789,10007789,UNU1H1MN501,1,1,85,12,2022-23,2022-23,,CAH10-01,6,88,4,0,0,1,0,1
10007789,10007789,UNU1H200301,1,1,10,13,2022-23,2022-23,,CAH10-01-08,0,85,15,0,0,0,0,0
10007789,10007789,UNU1H201401,1,1,10,13,2022-23,2022-23,,CAH10-01-08,0,85,15,0,0,0,0,0
10007789,10007789,UNU1H202401,1,1,10,13,2022-23,2022-23,,CAH10-01-08,0,85,15,0,0,0,0,0
10007789,10007789,UNU1H20A401,1,1,10,13,2022-23,2022-23,,CAH10-01-08,0,85,15,0,0,0,0,0
10007789,10007789,UNU1H20N501,1,1,10,13,2022-23,2022-23,,CAH10-01-08,0,85,15,0,0,0,0,0
10007789,10007789,UNU1H800301,1,0,10,24,2021-23,2022-23,2021-22,,10,70,10,0,0,0,0,10
10007789,10007789,UNU1H801401,1,0,10,13,2022-23,2022-23,,CAH10-01-09,0,90,10,0,0,0,0,0
10007789,10007789,UNU1H80A401,1,1,10,13,2022-23,2022-23,,CAH10-01-09,0,90,10,0,0,0,0,0
10007789,10007789,UNU1H80N401,1,1,10,13,2022-23,2022-23,,CAH10-01-09,0,90,10,0,0,0,0,0
10007789,10007789,UNU1H81N505,1,1,10,13,2022-23,2022-23,,CAH10-01-09,0,90,10,0,0,0,0,0
10007789,10007789,UNU1HG65302,1,0,10,24,2021-23,2022-23,2021-22,,0,85,15,0,0,0,0,0
10007789,10007789,UNU1HG6M402,1,0,10,13,2022-23,2022-23,,CAH10-01-08,0,85,15,0,0,0,0,0
10007789,10007789,UNU1L0V0305,1,1,175,13,2022-23,2022-23,,CAH15-02-01,1,94,2,0,0,0,0,4
10007789,10007789,UNU1L0V0305,1,1,105,13,2022-23,2022-23,,CAH15-03-01,3,90,2,1,0,2,0,2
10007789,10007789,UNU1L0V0305,1,1,40,13,2022-23,2022-23,,CAH20-02-01,5,90,0,0,0,0,5,0
10007789,10007789,UNU1L0VA403,1,1,175,13,2022-23,2022-23,,CAH15-02-01,1,94,2,0,0,0,0,4
10007789,10007789,UNU1L0VA403,1,1,105,13,2022-23,2022-23,,CAH15-03-01,3,90,2,1,0,2,0,2
10007789,10007789,UNU1L0VA403,1,1,40,13,2022-23,2022-23,,CAH20-02-01,5,90,0,0,0,0,5,0
10007789,10007789,UNU1L0VP403,1,1,175,13,2022-23,2022-23,,CAH15-02-01,1,94,2,0,0,0,0,4
10007789,10007789,UNU1L0VP403,1,1,105,13,2022-23,2022-23,,CAH15-03-01,3,90,2,1,0,2,0,2
10007789,10007789,UNU1L0VP403,1,1,40,13,2022-23,2022-23,,CAH20-02-01,5,90,0,0,0,0,5,0
10007789,10007789,UNU1L100304,1,0,80,14,2022-23,2022-23,,,1,91,1,0,0,0,0,6
10007789,10007789,UNU1L10A402,1,0,15,24,2021-23,2022-23,2021-22,,0,100,0,0,0,0,0,0
10007789,10007789,UNU1L10P401,1,0,15,14,2022-23,2022-23,,,0,100,0,0,0,0,0,0
10007789,10007789,UNU1L111305,1,0,15,14,2022-23,2022-23,,,0,100,0,0,0,0,0,0
10007789,10007789,UNU1L11A401,1,0,175,13,2022-23,2022-23,,CAH15-02-01,1,94,2,0,0,0,0,4
10007789,10007789,UNU1L11P401,1,0,15,24,2021-23,2022-23,2021-22,,0,100,0,0,0,0,0,0
10007789,10007789,UNU1L1I1301,1,1,55,12,2022-23,2022-23,,CAH09-01,6,91,0,0,0,0,2,2
10007789,10007789,UNU1L1I1301,1,1,175,13,2022-23,2022-23,,CAH15-02-01,1,94,2,0,0,0,0,4
10007789,10007789,UNU1L1IA401,1,1,55,12,2022-23,2022-23,,CAH09-01,6,91,0,0,0,0,2,2
10007789,10007789,UNU1L1IA401,1,1,175,13,2022-23,2022-23,,CAH15-02-01,1,94,2,0,0,0,0,4
10007789,10007789,UNU1L1IP401,1,1,55,12,2022-23,2022-23,,CAH09-01,6,91,0,0,0,0,2,2
10007789,10007789,UNU1L1IP401,1,1,175,13,2022-23,2022-23,,CAH15-02-01,1,94,2,0,0,0,0,4
10007789,10007789,UNU1L1N4305,1,0,175,13,2022-23,2022-23,,CAH15-02-01,1,94,2,0,0,0,0,4
10007789,10007789,UNU1L1N4305,1,0,85,13,2022-23,2022-23,,CAH17-01-07,2,82,3,0,0,1,0,13
10007789,10007789,UNU1L1N4305,1,0,40,13,2022-23,2022-23,,CAH17-01-08,5,80,0,0,0,0,0,15
10007789,10007789,UNU1L1NA402,1,1,175,13,2022-23,2022-23,,CAH15-02-01,1,94,2,0,0,0,0,4
10007789,10007789,UNU1L1NA402,1,1,85,13,2022-23,2022-23,,CAH17-01-07,2,82,3,0,0,1,0,13
10007789,10007789,UNU1L1NA402,1,1,40,13,2022-23,2022-23,,CAH17-01-08,5,80,0,0,0,0,0,15
10007789,10007789,UNU1L1NP402,1,0,175,13,2022-23,2022-23,,CAH15-02-01,1,94,2,0,0,0,0,4
10007789,10007789,UNU1L1NP402,1,0,85,13,2022-23,2022-23,,CAH17-01-07,2,82,3,0,0,1,0,13
10007789,10007789,UNU1L1NP402,1,0,40,13,2022-23,2022-23,,CAH17-01-08,5,80,0,0,0,0,0,15
10007789,10007789,UNU1L200303,1,0,15,14,2022-23,2022-23,,,5,95,0,0,0,0,0,0
10007789,10007789,UNU1L20A401,1,1,105,13,2022-23,2022-23,,CAH15-03-01,3,90,2,1,0,2,0,2
10007789,10007789,UNU1L20P402,1,1,105,13,2022-23,2022-23,,CAH15-03-01,3,90,2,1,0,2,0,2
10007789,10007789,UNU1L22P402,1,1,105,13,2022-23,2022-23,,CAH15-03-01,3,90,2,1,0,2,0,2
10007789,10007789,UNU1L250303,1,0,10,14,2022-23,2022-23,,,10,60,0,0,0,10,0,20
10007789,10007789,UNU1L25A401,1,1,105,13,2022-23,2022-23,,CAH15-03-01,3,90,2,1,0,2,0,2
10007789,10007789,UNU1L25F401,1,1,105,13,2022-23,2022-23,,CAH15-03-01,3,90,2,1,0,2,0,2
10007789,10007789,UNU1L25P402,1,1,105,13,2022-23,2022-23,,CAH15-03-01,3,90,2,1,0,2,0,2
10007789,10007789,UNU1L290303,1,0,30,14,2022-23,2022-23,,,5,95,0,0,0,5,0,0
10007789,10007789,UNU1L29A401,1,1,105,13,2022-23,2022-23,,CAH15-03-01,3,90,2,1,0,2,0,2
10007789,10007789,UNU1L29P403,1,1,65,13,2022-23,2022-23,,CAH15-01-05,3,83,4,0,0,1,1,8
10007789,10007789,UNU1L29P403,1,1,105,13,2022-23,2022-23,,CAH15-03-01,3,90,2,1,0,2,0,2
10007789,10007789,UNU1L2L1305,1,1,65,13,2022-23,2022-23,,CAH15-01-05,3,83,4,0,0,1,1,8
10007789,10007789,UNU1L2L1305,1,1,175,13,2022-23,2022-23,,CAH15-02-01,1,94,2,0,0,0,0,4
10007789,10007789,UNU1L2L6307,1,0,65,13,2022-23,2022-23,,CAH15-01-05,3,83,4,0,0,1,1,8
10007789,10007789,UNU1L2L6307,1,0,105,13,2022-23,2022-23,,CAH15-03-01,3,90,2,1,0,2,0,2
10007789,10007789,UNU1L2LA402,1,0,65,13,2022-23,2022-23,,CAH15-01-05,3,83,4,0,0,1,1,8
10007789,10007789,UNU1L2LA402,1,0,175,13,2022-23,2022-23,,CAH15-02-01,1,94,2,0,0,0,0,4
10007789,10007789,UNU1L302301,1,0,35,14,2022-23,2022-23,,,5,90,0,0,0,0,0,5
10007789,10007789,UNU1L30A401,1,0,50,13,2022-23,2022-23,,CAH15-01-02,5,95,0,0,0,0,0,5
10007789,10007789,UNU1L311301,1,1,50,13,2022-23,2022-23,,CAH15-01-02,5,95,0,0,0,0,0,5
10007789,10007789,UNU1L501303,1,0,30,14,2022-23,2022-23,,,30,70,0,0,0,0,0,0
10007789,10007789,UNU1L700302,1,0,30,14,2022-23,2022-23,,,0,100,0,0,0,0,0,0
10007789,10007789,UNU1L704403,1,0,45,13,2022-23,2022-23,,CAH26-01-02,0,100,0,0,0,0,0,0
10007789,10007789,UNU1L704403,1,0,30,13,2022-23,2022-23,,CAH26-01-03,0,95,0,0,0,0,0,0
10007789,10007789,UNU1L800301,1,1,65,13,2022-23,2022-23,,CAH15-01-05,3,83,4,0,0,1,1,8
10007789,10007789,UNU1L800301,1,1,30,13,2022-23,2022-23,,CAH26-01-03,0,95,0,0,0,0,0,0
10007789,10007789,UNU1L80A401,1,1,65,13,2022-23,2022-23,,CAH15-01-05,3,83,4,0,0,1,1,8
10007789,10007789,UNU1L80A401,1,1,30,13,2022-23,2022-23,,CAH26-01-03,0,95,0,0,0,0,0,0
10007789,10007789,UNU1L80P401,1,1,65,13,2022-23,2022-23,,CAH15-01-05,3,83,4,0,0,1,1,8
10007789,10007789,UNU1L80P401,1,1,30,13,2022-23,2022-23,,CAH26-01-03,0,95,0,0,0,0,0,0
10007789,10007789,UNU1L921306,1,1,65,13,2022-23,2022-23,,CAH15-01-05,3,83,4,0,0,1,1,8
10007789,10007789,UNU1L92A402,1,0,65,13,2022-23,2022-23,,CAH15-01-05,3,83,4,0,0,1,1,8
10007789,10007789,UNU1L92P402,1,0,65,13,2022-23,2022-23,,CAH15-01-05,3,83,4,0,0,1,1,8
10007789,10007789,UNU1L97P402,1,0,65,13,2022-23,2022-23,,CAH15-01-05,3,83,4,0,0,1,1,8
10007789,10007789,UNU1L97P402,1,0,30,13,2022-23,2022-23,,CAH26-01-03,0,95,0,0,0,0,0,0
10007789,10007789,UNU1LL2P402,1,0,65,13,2022-23,2022-23,,CAH15-01-05,3,83,4,0,0,1,1,8
10007789,10007789,UNU1LL2P402,1,0,175,13,2022-23,2022-23,,CAH15-02-01,1,94,2,0,0,0,0,4
10007789,10007789,UNU1LL6A403,1,0,65,13,2022-23,2022-23,,CAH15-01-05,3,83,4,0,0,1,1,8
10007789,10007789,UNU1LL6A403,1,0,105,13,2022-23,2022-23,,CAH15-03-01,3,90,2,1,0,2,0,2
10007789,10007789,UNU1LL78304,1,0,10,14,2022-23,2022-23,,,0,100,0,0,0,0,0,0
10007789,10007789,UNU1LL7A402,1,0,15,24,2021-23,2022-23,2021-22,,0,95,5,0,0,0,0,0
10007789,10007789,UNU1LN13301,1,0,30,14,2022-23,2022-23,,,0,90,5,0,0,0,0,10
10007789,10007789,UNU1LN1P401,1,0,10,14,2022-23,2022-23,,,0,90,10,0,0,0,0,0
10007789,10007789,UNU1LN3A401,1,0,175,13,2022-23,2022-23,,CAH15-02-01,1,94,2,0,0,0,0,4
10007789,10007789,UNU1LN3A401,1,0,85,13,2022-23,2022-23,,CAH17-01-07,2,82,3,0,0,1,0,13
10007789,10007789,UNU1LT29404,1,0,10,14,2022-23,2022-23,,,0,80,10,10,0,0,0,0
10007789,10007789,UNU1LV25304,1,0,15,24,2021-23,2022-23,2021-22,,0,100,0,0,0,0,0,0
10007789,10007789,UNU1LV2A401,1,1,105,13,2022-23,2022-23,,CAH15-03-01,3,90,2,1,0,2,0,2
10007789,10007789,UNU1LV2A401,1,1,130,13,2022-23,2022-23,,CAH20-01-01,5,92,1,1,0,0,0,2
10007789,10007789,UNU1LV2C303,1,0,15,14,2022-23,2022-23,,,0,85,15,0,0,0,0,0
10007789,10007789,UNU1LV2P402,1,1,105,13,2022-23,2022-23,,CAH15-03-01,3,90,2,1,0,2,0,2
10007789,10007789,UNU1LV2P402,1,1,130,13,2022-23,2022-23,,CAH20-01-01,5,92,1,1,0,0,0,2
10007789,10007789,UNU1LV5A401,1,1,105,13,2022-23,2022-23,,CAH15-03-01,3,90,2,1,0,2,0,2
10007789,10007789,UNU1LV5A401,1,1,40,13,2022-23,2022-23,,CAH20-02-01,5,90,0,0,0,0,5,0
10007789,10007789,UNU1LV5P402,1,1,105,13,2022-23,2022-23,,CAH15-03-01,3,90,2,1,0,2,0,2
