PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,ENTUNAVAILREASON,ENTPOP,ENTAGG,ENTAGGYEAR,ENTYEAR1,ENTYEAR2,ENTSBJ,ACCESS,ALEVEL,BACC,DEGREE,FOUNDTN,NOQUALS,OTHER,OTHERHE
10007139,10007139,SCWRATHAP,1,1,15,13,2022-23,2022-23,,CAH25-02-03,0,85,0,0,0,0,0,15
10007139,10007139,SENDSHO,1,0,10,14,2022-23,2022-23,,,0,85,0,0,0,0,10,10
10007139,10007139,SESCSHO,1,0,35,14,2022-23,2022-23,,,5,80,0,0,0,5,0,15
10007139,10007139,SOCISHO,1,0,15,14,2022-23,2022-23,,,0,95,0,0,0,0,0,5
10007139,10007139,SOPOSHO,1,0,65,13,2022-23,2022-23,,CAH15-01-02,4,91,2,0,0,0,0,4
10007139,10007139,SOWOSHO,1,0,25,14,2022-23,2022-23,,,10,50,0,0,0,5,0,35
10007139,10007139,SPBMSH,1,0,15,14,2022-23,2022-23,,,0,70,0,0,0,0,0,30
10007139,10007139,SPBMSHS,1,0,240,13,2022-23,2022-23,,CAH03-02-01,1,82,0,0,1,1,0,13
10007139,10007139,SPOPSH,1,0,15,14,2022-23,2022-23,,,0,95,0,0,0,0,0,5
10007139,10007139,SPTHSH,1,0,60,14,2022-23,2022-23,,,2,95,0,0,0,0,0,3
10007139,10007139,SPTHSHDUDL,1,1,240,13,2022-23,2022-23,,CAH03-02-01,1,82,0,0,1,1,0,13
10007139,10007139,THAPSHO,1,0,15,14,2022-23,2022-23,,,0,85,0,0,0,0,0,15
10007140,10007140,UF0506-00,1,0,15,14,2022-23,2022-23,,,15,35,0,45,0,0,5,0
10007140,10007140,UF0517-00,1,1,15,13,2022-23,2022-23,,CAH03-02-01,0,100,0,0,0,0,0,0
10007140,10007140,UF0519-00,1,1,75,11,2022-23,2022-23,,CAH02,18,28,0,13,0,0,32,9
10007140,10007140,UH0103-00,1,0,35,14,2022-23,2022-23,,,5,80,0,5,0,0,5,5
10007140,10007140,UM0046-01,1,0,550,13,2022-23,2022-23,,CAH02-04-02,31,52,1,7,0,0,1,8
10007140,10007140,UM0046-01,1,0,25,13,2022-23,2022-23,,CAH02-04-08,35,50,0,10,0,0,0,0
10007140,10007140,UM0046-02,1,0,180,13,2022-23,2022-23,,CAH02-04-05,23,75,0,1,0,0,0,1
10007140,10007140,UM0046-02,1,0,25,13,2022-23,2022-23,,CAH02-04-08,35,50,0,10,0,0,0,0
10007140,10007140,UM0046-03,1,0,40,14,2022-23,2022-23,,,30,60,0,5,0,0,5,0
10007140,10007140,UM0046-04,1,0,20,14,2022-23,2022-23,,,25,40,5,15,0,0,5,15
10007140,10007140,UM0046-05,1,0,10,14,2022-23,2022-23,,,20,75,10,0,0,0,0,0
10007140,10007140,UM0046-06,1,0,135,13,2022-23,2022-23,,CAH02-04-07,24,49,1,13,0,0,3,10
10007140,10007140,UM0046-06,1,0,25,13,2022-23,2022-23,,CAH02-04-08,35,50,0,10,0,0,0,0
10007140,10007140,UM0048-00,1,0,10,14,2022-23,2022-23,,,50,40,0,10,0,0,0,0
10007140,10007140,US0630-00,1,0,10,24,2021-23,2022-23,2021-22,,10,90,0,0,0,0,0,0
10007140,10007140,US0630-00,2,0,,,,,,,,,,,,,,
10007140,10007140,US0630-02,1,0,320,13,2022-23,2022-23,,CAH15-01-02,4,94,0,0,0,0,0,1
10007140,10007140,US0630-02,1,0,55,13,2022-23,2022-23,,CAH15-01-03,3,97,0,0,0,0,0,0
10007140,10007140,US0630-02,2,0,,,,,,,,,,,,,,
10007140,10007140,US0634-00,1,0,15,14,2022-23,2022-23,,,0,65,5,0,0,0,5,20
10007140,10007140,US0634F-00,1,0,75,13,2022-23,2022-23,,CAH25-01-05,0,59,4,7,0,4,13,13
10007140,10007140,US0638-00,1,1,15,23,2021-23,2022-23,2021-22,CAH10-03-03,5,85,0,0,0,0,0,15
10007140,10007140,US0638-00,1,1,440,13,2022-23,2022-23,,CAH25-01-03,1,91,0,1,0,0,3,5
10007140,10007140,US0638F-00,1,0,15,14,2022-23,2022-23,,,0,95,0,0,0,0,0,5
10007140,10007140,US0642-01,1,0,50,14,2022-23,2022-23,,,0,75,0,0,0,0,5,15
10007140,10007140,US0642-02,1,0,60,13,2022-23,2022-23,,CAH10-01-03,2,87,3,0,0,0,0,8
10007140,10007140,US0642-02,1,0,15,23,2021-23,2022-23,2021-22,CAH10-03-03,5,85,0,0,0,0,0,15
10007140,10007140,US0642-02,1,0,440,13,2022-23,2022-23,,CAH25-01-03,1,91,0,1,0,0,3,5
10007140,10007140,US0642-03,1,0,15,14,2022-23,2022-23,,,0,90,0,0,0,0,0,10
10007140,10007140,US0642F-01,1,0,25,14,2022-23,2022-23,,,0,95,0,0,0,0,5,0
10007140,10007140,US0642F-02,1,0,60,13,2022-23,2022-23,,CAH10-01-03,2,87,3,0,0,0,0,8
10007140,10007140,US0642F-02,1,0,15,23,2021-23,2022-23,2021-22,CAH10-03-03,5,85,0,0,0,0,0,15
10007140,10007140,US0642F-02,1,0,440,13,2022-23,2022-23,,CAH25-01-03,1,91,0,1,0,0,3,5
10007140,10007140,US0642F-03,1,0,15,24,2021-23,2022-23,2021-22,,0,100,0,0,0,0,0,0
10007140,10007140,US0645-00,1,0,35,14,2022-23,2022-23,,,0,100,0,0,0,0,0,0
10007140,10007140,US0645-00,2,0,25,23,2021-23,2022-23,2021-22,CAH13-01-02,0,45,0,0,0,0,0,55
10007140,10007140,US0645F-00,1,0,30,24,2021-23,2022-23,2021-22,,15,75,0,0,0,0,5,0
10007140,10007140,US0645F-00,2,0,25,23,2021-23,2022-23,2021-22,CAH13-01-02,0,45,0,0,0,0,0,55
10007140,10007140,US0648-00,1,0,60,24,2021-23,2022-23,2021-22,,3,90,3,0,0,0,2,2
10007140,10007140,US0648F-00,1,0,60,24,2021-23,2022-23,2021-22,,3,90,3,0,0,0,2,2
10007140,10007140,US0654-00,1,0,120,14,2022-23,2022-23,,,4,95,0,1,0,0,0,0
10007140,10007140,US0654-00,2,1,,,,,,,,,,,,,,
10007140,10007140,US0655-00,1,0,90,14,2022-23,2022-23,,,4,93,1,0,0,0,0,1
10007140,10007140,US0662-00,1,0,15,24,2021-23,2022-23,2021-22,,0,75,0,0,0,0,10,10
10007140,10007140,US0662-02,1,0,20,23,2021-23,2022-23,2021-22,CAH13-01-03,0,80,0,0,0,0,10,10
10007140,10007140,US0662-02,1,0,25,23,2021-23,2022-23,2021-22,CAH13-01-04,0,100,0,0,0,0,0,0
10007140,10007140,US0662-02,1,0,440,13,2022-23,2022-23,,CAH25-01-03,1,91,0,1,0,0,3,5
10007140,10007140,US0662F-00,1,0,10,24,2021-23,2022-23,2021-22,,0,70,0,0,0,0,20,10
10007140,10007140,US0662F-02,1,1,20,23,2021-23,2022-23,2021-22,CAH13-01-03,0,80,0,0,0,0,10,10
10007140,10007140,US0662F-02,1,1,25,23,2021-23,2022-23,2021-22,CAH13-01-04,0,100,0,0,0,0,0,0
10007140,10007140,US0662F-02,1,1,440,13,2022-23,2022-23,,CAH25-01-03,1,91,0,1,0,0,3,5
10007140,10007140,US0665-00,1,0,35,14,2022-23,2022-23,,,15,80,5,0,0,0,0,5
10007140,10007140,US0665-00,2,0,10,12,2022-23,2022-23,,CAH10-01,0,20,0,0,0,0,0,80
10007140,10007140,US0665F-00,1,0,35,14,2022-23,2022-23,,,5,95,0,0,0,0,5,0
10007140,10007140,US0667-00,1,0,35,14,2022-23,2022-23,,,5,95,0,0,0,0,5,0
10007140,10007140,US0667F-00,1,1,95,13,2022-23,2022-23,,CAH11-01-06,2,93,1,1,0,0,2,1
10007140,10007140,US0671-00,1,0,25,14,2022-23,2022-23,,,5,90,0,0,0,0,0,5
10007140,10007140,US0671F-00,1,0,40,24,2021-23,2022-23,2021-22,,5,80,0,0,0,0,0,10
10007140,10007140,US0675-00,1,0,165,14,2022-23,2022-23,,,4,89,0,0,0,0,4,4
10007140,10007140,US0675F-00,1,0,50,14,2022-23,2022-23,,,10,90,0,0,0,0,0,0
10007140,10007140,US0682-00,1,0,120,14,2022-23,2022-23,,,3,94,0,0,0,0,1,2
10007140,10007140,US0682-00,2,0,,,,,,,,,,,,,,
10007140,10007140,US0686-00,1,0,195,14,2022-23,2022-23,,,4,96,0,0,0,0,0,0
10007140,10007140,US0686F-00,1,0,20,14,2022-23,2022-23,,,0,100,0,0,0,0,0,0
10007140,10007140,US0689-00,1,0,35,14,2022-23,2022-23,,,10,90,0,0,0,0,0,0
10007140,10007140,US0689-00,2,1,,,,,,,,,,,,,,
10007140,10007140,US0691-00,1,0,245,14,2022-23,2022-23,,,4,93,0,0,0,0,1,2
10007140,10007140,US0691-00,2,0,,,,,,,,,,,,,,
10007140,10007140,US0691F-00,1,0,60,14,2022-23,2022-23,,,5,95,0,0,0,0,0,0
10007140,10007140,US0701-00,1,0,60,14,2022-23,2022-23,,,19,63,0,14,0,0,0,5
10007140,10007140,US0701-00,2,0,15,24,2021-23,2022-23,2021-22,,15,5,0,80,0,0,0,0
10007140,10007140,US0701F-00,1,0,10,14,2022-23,2022-23,,,0,90,0,10,0,0,0,0
10007140,10007140,US0705-00,1,0,40,14,2022-23,2022-23,,,0,95,0,0,0,0,0,5
10007140,10007140,US0707-00,1,0,20,14,2022-23,2022-23,,,0,90,5,0,0,0,5,0
10007140,10007140,US0707F-00,1,0,30,24,2021-23,2022-23,2021-22,,0,95,5,0,0,0,0,0
10007140,10007140,US0708-00,1,0,30,14,2022-23,2022-23,,,0,95,0,0,0,0,0,5
10007140,10007140,US0708-00,2,0,30,22,2021-23,2022-23,2021-22,CAH13-01,0,40,0,5,0,0,0,55
10007140,10007140,US0708F-00,1,0,20,24,2021-23,2022-23,2021-22,,0,100,0,0,0,0,0,0
10007140,10007140,US0712-00,1,0,40,14,2022-23,2022-23,,,5,90,0,0,0,0,0,0
10007140,10007140,US0712-00,2,0,20,24,2021-23,2022-23,2021-22,,0,50,0,0,0,0,0,50
10007140,10007140,US0712F-00,1,0,10,14,2022-23,2022-23,,,0,100,0,0,0,0,0,0
10007140,10007140,US0714-00,1,0,60,14,2022-23,2022-23,,,9,91,0,0,0,0,0,0
10007140,10007140,US0714-00,2,0,,,,,,,,,,,,,,
10007140,10007140,US0716-00,1,0,50,14,2022-23,2022-23,,,0,90,0,0,0,0,5,5
10007140,10007140,US0716F-00,1,0,45,24,2021-23,2022-23,2021-22,,0,90,0,0,0,0,0,10
10007140,10007140,US0717-00,1,0,20,14,2022-23,2022-23,,,0,55,0,5,0,0,0,40
10007140,10007140,US0717-00,2,1,10,12,2022-23,2022-23,,CAH10-01,0,20,0,0,0,0,0,80
10007140,10007140,US0717F-00,1,0,15,14,2022-23,2022-23,,,0,95,0,0,0,0,0,5
10007140,10007140,US0721-00,1,0,15,24,2021-23,2022-23,2021-22,,0,95,0,0,0,0,0,5
10007140,10007140,US0721-00,2,1,,,,,,,,,,,,,,
10007140,10007140,US0723-00,1,0,15,14,2022-23,2022-23,,,0,95,0,5,0,0,0,0
10007140,10007140,US0723F-00,1,0,20,13,2022-23,2022-23,,CAH10-03-01,0,85,0,5,0,0,10,0
10007140,10007140,US0737-00,1,0,45,14,2022-23,2022-23,,,0,85,0,0,0,0,5,5
10007140,10007140,US0740-00,1,0,40,14,2022-23,2022-23,,,10,85,0,0,0,0,0,5
10007140,10007140,US0740-00,2,1,10,12,2022-23,2022-23,,CAH10-01,0,20,0,0,0,0,0,80
10007140,10007140,US0740F-00,1,0,50,14,2022-23,2022-23,,,0,95,0,0,0,0,0,0
10007140,10007140,US0784-00,1,0,30,24,2021-23,2022-23,2021-22,,5,95,0,0,0,0,0,5
10007140,10007140,US0784-00,2,0,,,,,,,,,,,,,,
10007140,10007140,US0785-00,1,0,25,14,2022-23,2022-23,,,0,95,0,0,0,0,0,5
10007140,10007140,US0785-00,2,1,,,,,,,,,,,,,,
10007140,10007140,US0787-00,1,0,20,14,2022-23,2022-23,,,5,95,0,0,0,0,0,0
10007140,10007140,US0787-00,2,1,,,,,,,,,,,,,,
10007140,10007140,US0789-00,1,0,70,14,2022-23,2022-23,,,0,94,1,0,0,0,3,1
10007140,10007140,US0789F-00,1,0,10,14,2022-23,2022-23,,,0,100,0,0,0,0,0,0
10007140,10007140,US0790-00,1,0,45,14,2022-23,2022-23,,,0,100,0,0,0,0,0,0
10007140,10007140,US0790F-00,1,0,10,14,2022-23,2022-23,,,0,100,0,0,0,0,0,0
10007140,10007140,US0800-00,1,0,45,14,2022-23,2022-23,,,0,65,0,10,0,5,15,5
10007140,10007140,US0800F-00,1,0,75,13,2022-23,2022-23,,CAH25-01-05,0,59,4,7,0,4,13,13
10007140,10007140,US0802-00,1,0,15,24,2021-23,2022-23,2021-22,,0,95,0,0,0,0,0,5
10007140,10007140,US0816-00,1,0,20,14,2022-23,2022-23,,,0,95,0,0,0,0,0,5
10007140,10007140,US0816F-00,1,0,20,24,2021-23,2022-23,2021-22,,5,75,0,0,0,5,10,5
10007140,10007140,US0820-00,1,0,55,14,2022-23,2022-23,,,0,87,0,2,0,0,4,7
10007140,10007140,US0820F-00,1,0,25,14,2022-23,2022-23,,,5,95,0,0,0,0,0,0
10007140,10007140,US0821-00,1,0,30,14,2022-23,2022-23,,,0,95,0,0,0,0,0,5
10007140,10007140,US0821F-00,1,0,40,24,2021-23,2022-23,2021-22,,0,100,0,0,0,0,0,0
10007140,10007140,US0822-00,1,0,20,14,2022-23,2022-23,,,0,95,5,0,0,0,0,0
10007140,10007140,US0822-00,2,1,10,12,2022-23,2022-23,,CAH10-01,0,20,0,0,0,0,0,80
10007140,10007140,US0822F-00,1,0,25,14,2022-23,2022-23,,,0,95,5,0,0,0,0,0
10007140,10007140,US0867-00,1,0,30,14,2022-23,2022-23,,,5,85,0,0,0,0,0,5
10007140,10007140,US0867-00,2,1,,,,,,,,,,,,,,
10007140,10007140,US0867F-00,1,0,45,14,2022-23,2022-23,,,0,100,0,0,0,0,0,0
10007140,10007140,US0878-00,1,0,10,14,2022-23,2022-23,,,0,100,0,0,0,0,0,0
10007140,10007140,US0878F-00,1,0,15,24,2021-23,2022-23,2021-22,,15,80,0,5,0,0,0,0
10007140,10007140,US0890-00,1,0,30,14,2022-23,2022-23,,,5,95,0,0,0,0,0,0
10007140,10007140,US0890F-00,1,0,20,24,2021-23,2022-23,2021-22,,0,100,0,0,0,0,0,0
10007140,10007140,US0892-00,1,0,30,14,2022-23,2022-23,,,0,95,0,0,0,0,0,5
10007140,10007140,US0892F-00,1,0,25,24,2021-23,2022-23,2021-22,,5,90,0,0,0,0,0,5
10007140,10007140,US0893-00,1,0,105,14,2022-23,2022-23,,,27,67,0,2,0,1,1,2
10007140,10007140,US0895-00,1,1,255,13,2022-23,2022-23,,CAH22-01-02,4,96,0,0,0,0,0,0
10007140,10007140,US0895F-00,1,1,255,13,2022-23,2022-23,,CAH22-01-02,4,96,0,0,0,0,0,0
10007140,10007140,US0896-00,1,1,255,13,2022-23,2022-23,,CAH22-01-02,4,96,0,0,0,0,0,0
10007140,10007140,US0896F-00,1,1,255,13,2022-23,2022-23,,CAH22-01-02,4,96,0,0,0,0,0,0
10007140,10007140,US0897-00,1,0,45,14,2022-23,2022-23,,,0,95,0,0,0,0,0,0
10007140,10007140,US0897F-00,1,0,45,24,2021-23,2022-23,2021-22,,5,90,0,0,0,0,0,0
10007140,10007140,US0899-00,1,0,20,14,2022-23,2022-23,,,0,100,0,0,0,0,0,0
10007140,10007140,US0899F-00,1,0,20,24,2021-23,2022-23,2021-22,,0,95,5,0,0,0,0,0
10007140,10007140,US0900-00,1,0,20,14,2022-23,2022-23,,,0,85,0,0,0,0,0,15
10007140,10007140,US0900F-00,1,0,35,24,2021-23,2022-23,2021-22,,5,85,5,5,0,0,5,0
10007140,10007140,US0905-00,1,0,65,14,2022-23,2022-23,,,0,92,0,0,0,0,0,8
10007140,10007140,US0905F-00,1,0,10,14,2022-23,2022-23,,,0,100,0,0,0,0,0,0
10007140,10007140,US0915-00,1,0,50,14,2022-23,2022-23,,,0,100,0,0,0,0,0,0
10007140,10007140,US0915F-00,1,0,10,14,2022-23,2022-23,,,0,100,0,0,0,0,0,0
10007140,10007140,US0926-00,1,0,55,14,2022-23,2022-23,,,0,93,0,0,0,0,4,4
10007140,10007140,US0927-00,1,0,15,14,2022-23,2022-23,,,0,90,0,0,0,0,5,5
10007140,10007140,US0928-00,1,0,35,14,2022-23,2022-23,,,5,95,0,0,0,0,0,5
10007140,10007140,US0928-00,2,1,,,,,,,,,,,,,,
10007140,10007140,US0934-00,1,0,30,14,2022-23,2022-23,,,0,70,0,0,0,5,5,15
10007140,10007140,US0935-00,1,0,10,14,2022-23,2022-23,,,0,80,0,0,0,10,0,10
10007140,10007140,US0936-00,1,0,15,14,2022-23,2022-23,,,0,100,0,0,0,0,0,0
10007140,10007140,US0937-00,1,0,115,14,2022-23,2022-23,,,8,89,1,1,0,1,0,1
10007140,10007140,US0937F-00,1,0,35,14,2022-23,2022-23,,,10,90,0,0,0,0,0,0
10007140,10007140,US0944-00,1,0,65,14,2022-23,2022-23,,,0,97,0,0,0,0,2,2
10007140,10007140,US0944-00,2,0,30,22,2021-23,2022-23,2021-22,CAH13-01,0,40,0,5,0,0,0,55
10007140,10007140,US0944F-00,1,0,50,14,2022-23,2022-23,,,0,100,0,0,0,0,0,0
10007140,10007140,US0946-00,1,0,15,24,2021-23,2022-23,2021-22,,0,100,0,0,0,0,0,0
10007140,10007140,US0946F-00,1,0,95,13,2022-23,2022-23,,CAH11-01-06,2,93,1,1,0,0,2,1
10007140,10007140,US0958F-01,1,0,50,14,2022-23,2022-23,,,20,80,0,0,0,0,0,0
10007140,10007140,US0958F-02,1,0,15,14,2022-23,2022-23,,,15,90,0,0,0,0,0,0
10007140,10007140,US0958F-03,1,0,25,14,2022-23,2022-23,,,5,90,0,0,0,0,0,5
10007140,10007140,US0958F-04,1,0,20,24,2021-23,2022-23,2021-22,,40,55,0,5,0,0,0,0
10007140,10007140,US0958FJAN-01,1,0,50,14,2022-23,2022-23,,,20,80,0,0,0,0,0,0
10007140,10007140,US0958FJAN-02,1,0,15,14,2022-23,2022-23,,,15,90,0,0,0,0,0,0
10007140,10007140,US0958FJAN-03,1,0,25,14,2022-23,2022-23,,,5,90,0,0,0,0,0,5
10007140,10007140,US0958JAN-01,1,0,405,14,2022-23,2022-23,,,33,51,1,7,0,0,0,7
10007140,10007140,US0958JAN-02,1,0,135,14,2022-23,2022-23,,,23,76,0,1,0,0,0,1
10007140,10007140,US0958JAN-03,1,0,85,14,2022-23,2022-23,,,30,39,1,15,0,0,4,11
10007140,10007140,US0958SEP-01,1,0,405,14,2022-23,2022-23,,,33,51,1,7,0,0,0,7
10007140,10007140,US0958SEP-02,1,0,135,14,2022-23,2022-23,,,23,76,0,1,0,0,0,1
10007140,10007140,US0958SEP-03,1,0,85,14,2022-23,2022-23,,,30,39,1,15,0,0,4,11
10007140,10007140,US0958SEP-04,1,0,20,14,2022-23,2022-23,,,35,55,0,10,0,0,0,0
10007140,10007140,US0960-00,1,0,150,14,2022-23,2022-23,,,5,93,1,0,0,0,0,1
10007140,10007140,US0977-00,1,0,90,14,2022-23,2022-23,,,41,48,2,6,0,0,0,3
10007140,10007140,US0979-00,1,0,30,14,2022-23,2022-23,,,5,95,5,0,0,0,0,0
10007140,10007140,US0979-00,2,1,,,,,,,,,,,,,,
10007140,10007140,US0979F-00,1,0,40,24,2021-23,2022-23,2021-22,,0,100,0,0,0,0,0,0
10007140,10007140,US1004-00,1,0,40,14,2022-23,2022-23,,,20,70,0,5,0,0,0,5
10007140,10007140,US1006-00,1,0,20,14,2022-23,2022-23,,,0,100,0,0,0,0,0,0
10007140,10007140,US1006F-00,1,0,25,24,2021-23,2022-23,2021-22,,0,95,0,0,0,0,0,5
10007140,10007140,US1047-00,1,0,45,14,2022-23,2022-23,,,0,95,0,0,0,0,0,0
10007140,10007140,US1067-00,1,0,10,14,2022-23,2022-23,,,0,100,0,0,0,0,0,0
10007140,10007140,US1067-00,2,0,,,,,,,,,,,,,,
10007140,10007140,US1122-01,1,0,55,14,2022-23,2022-23,,,4,93,0,0,0,0,2,2
10007140,10007140,US1122-01,2,1,,,,,,,,,,,,,,
10007140,10007140,US1122-02,1,1,255,13,2022-23,2022-23,,CAH17-01-03,3,91,1,0,0,0,2,3
10007140,10007140,US1122-02,1,1,20,13,2022-23,2022-23,,CAH24-01-02,5,90,0,0,0,0,5,0
10007140,10007140,US1122-02,2,1,,,,,,,,,,,,,,
10007140,10007140,US1122-05,1,0,35,14,2022-23,2022-23,,,0,95,0,0,0,0,5,0
10007140,10007140,US1122-05,2,0,,,,,,,,,,,,,,
10007140,10007140,US1126-01,1,0,250,14,2022-23,2022-23,,,4,90,0,0,0,0,3,2
10007140,10007140,US1126-01,2,0,,,,,,,,,,,,,,
10007140,10007140,US1126F-00,1,0,60,14,2022-23,2022-23,,,2,97,0,0,0,0,0,2
10007140,10007140,US1166-01,1,0,335,14,2022-23,2022-23,,,4,93,0,0,0,0,1,2
10007140,10007140,US1166-01,2,0,,,,,,,,,,,,,,
10007140,10007140,US1166-02,1,0,60,14,2022-23,2022-23,,,3,97,0,0,0,0,0,0
10007140,10007140,US1166-02,2,1,,,,,,,,,,,,,,
10007140,10007140,US1166-03,1,1,625,13,2022-23,2022-23,,CAH16-01-01,4,94,0,0,0,0,0,2
10007140,10007140,US1166-03,2,1,,,,,,,,,,,,,,
10007140,10007140,US1166-04,1,0,20,14,2022-23,2022-23,,,5,95,0,0,0,0,0,0
10007140,10007140,US1166-04,2,1,,,,,,,,,,,,,,
10007140,10007140,US1166F-01,1,0,85,14,2022-23,2022-23,,,2,95,1,0,0,0,1,0
10007140,10007140,US1174-00,1,1,50,13,2022-23,2022-23,,CAH02-04-09,10,85,0,5,0,0,0,0
10007140,10007140,US1174F-00,1,1,50,13,2022-23,2022-23,,CAH02-04-09,10,85,0,5,0,0,0,0
10007140,10007140,US1191-00,1,1,110,13,2022-23,2022-23,,CAH25-01-04,0,98,1,0,0,1,0,1
10007140,10007140,US1191F-00,1,0,110,13,2022-23,2022-23,,CAH25-01-04,0,98,1,0,0,1,0,1
10007140,10007140,US1205-00,1,0,15,14,2022-23,2022-23,,,0,95,0,0,0,0,0,5
10007140,10007140,US1205-02,1,0,35,13,2022-23,2022-23,,CAH25-01-01,0,95,0,0,0,0,0,5
10007140,10007140,US1205F-00,1,0,30,24,2021-23,2022-23,2021-22,,5,90,0,0,0,5,0,5
10007140,10007140,US1205F-02,1,0,35,13,2022-23,2022-23,,CAH25-01-01,0,95,0,0,0,0,0,5
10007140,10007140,US1209-00,1,0,70,14,2022-23,2022-23,,,0,91,0,3,0,0,0,6
10007140,10007140,US1209F-00,1,0,80,24,2021-23,2022-23,2021-22,,8,84,3,3,0,0,1,3
10007140,10007140,US1218-00,1,0,25,14,2022-23,2022-23,,,0,100,0,0,0,0,0,0
10007140,10007140,US1218F-00,1,0,20,24,2021-23,2022-23,2021-22,,10,85,5,0,0,0,0,0
10007140,10007140,US1222-00,1,0,305,14,2022-23,2022-23,,,3,96,0,0,0,0,1,0
10007140,10007140,US1222-00,2,1,,,,,,,,,,,,,,
10007140,10007140,US1222F-00,1,0,80,14,2022-23,2022-23,,,3,96,0,0,0,0,1,0
10007140,10007140,US1226-00,1,0,40,14,2022-23,2022-23,,,0,100,0,0,0,0,0,0
10007140,10007140,US1226-00,2,0,,,,,,,,,,,,,,
10007140,10007140,US1230-00,1,0,35,14,2022-23,2022-23,,,5,95,0,0,0,0,0,0
10007140,10007140,US1230-00,2,1,,,,,,,,,,,,,,
10007140,10007140,US1367-00,1,0,25,14,2022-23,2022-23,,,10,90,0,0,0,0,0,5
10007140,10007140,US1367-00,2,1,,,,,,,,,,,,,,
10007140,10007140,US1381-00,1,1,730,12,2022-23,2022-23,,CAH11-01,4,91,0,1,0,0,1,3
10007140,10007140,US1381-00,1,1,290,13,2022-23,2022-23,,CAH11-01-01,5,91,0,0,0,0,2,2
10007140,10007140,US1381F-00,1,1,730,12,2022-23,2022-23,,CAH11-01,4,91,0,1,0,0,1,3
10007140,10007140,US1381F-00,1,1,290,13,2022-23,2022-23,,CAH11-01-01,5,91,0,0,0,0,2,2
10007140,10007140,US1389-00,1,0,60,14,2022-23,2022-23,,,0,95,0,0,0,0,3,2
10007140,10007140,US1389F-00,1,0,15,14,2022-23,2022-23,,,0,100,0,0,0,0,0,0
10007140,10007140,US1446-00,1,0,20,14,2022-23,2022-23,,,15,80,0,5,0,0,0,0
10007140,10007140,US1446F-00,1,0,35,24,2021-23,2022-23,2021-22,,15,70,0,10,0,0,0,5
10007140,10007140,US1448-00,1,0,100,14,2022-23,2022-23,,,21,70,0,7,0,0,0,3
10007140,10007140,US1448-00,2,0,65,11,2022-23,2022-23,,CAH02,5,2,2,17,0,0,2,73
10007140,10007140,US1448F-00,1,0,35,14,2022-23,2022-23,,,0,95,0,5,0,0,0,0
10007140,10007140,US1454-00,1,0,30,14,2022-23,2022-23,,,0,100,0,0,0,0,0,0
10007140,10007140,US1458-00,1,0,25,14,2022-23,2022-23,,,10,90,0,0,0,0,0,0
10007140,10007140,US1462-00,1,0,30,24,2021-23,2022-23,2021-22,,0,90,5,0,0,0,0,5
10007140,10007140,US1462F-00,1,0,20,24,2021-23,2022-23,2021-22,,0,90,10,0,0,0,0,0
10007140,10007140,US1477-00,1,0,90,14,2022-23,2022-23,,,1,97,0,0,0,0,1,1
10007140,10007140,US1477F-00,1,0,65,24,2021-23,2022-23,2021-22,,0,100,0,0,0,0,0,0
10007140,10007140,US1480-00,1,0,35,14,2022-23,2022-23,,,0,100,0,0,0,0,0,0
10007140,10007140,US1480F-00,1,0,40,24,2021-23,2022-23,2021-22,,0,100,0,0,0,0,0,5
10007140,10007140,US1484-00,1,0,50,14,2022-23,2022-23,,,0,90,0,0,0,0,0,5
10007140,10007140,US1484F-00,1,0,55,24,2021-23,2022-23,2021-22,,4,91,0,0,0,0,4,2
10007140,10007140,US1486-00,1,0,65,14,2022-23,2022-23,,,6,92,0,2,0,0,0,0
10007140,10007140,US1486F-00,1,0,70,24,2021-23,2022-23,2021-22,,6,92,0,0,0,0,0,3
10007140,10007140,US1488-00,1,1,75,13,2022-23,2022-23,,CAH15-04-02,0,97,0,0,0,0,0,3
10007140,10007140,US1488F-00,1,1,75,13,2022-23,2022-23,,CAH15-04-02,0,97,0,0,0,0,0,3
10007140,10007140,US1491-00,1,0,25,14,2022-23,2022-23,,,10,85,0,0,0,0,10,0
10007140,10007140,US1495-00,1,0,35,14,2022-23,2022-23,,,5,90,0,0,0,0,5,5
10007140,10007140,US1496-00,1,1,95,13,2022-23,2022-23,,CAH11-01-06,2,93,1,1,0,0,2,1
10007140,10007140,US1498-00,1,1,290,13,2022-23,2022-23,,CAH11-01-01,5,91,0,0,0,0,2,2
10007140,10007140,US1500-00,1,1,290,13,2022-23,2022-23,,CAH11-01-01,5,91,0,0,0,0,2,2
10007140,10007140,US1502-00,1,1,290,13,2022-23,2022-23,,CAH11-01-01,5,91,0,0,0,0,2,2
10007140,10007140,US1504-00,1,0,160,14,2022-23,2022-23,,,5,92,0,1,0,0,0,2
10007140,10007140,US1504F-00,1,0,40,14,2022-23,2022-23,,,0,95,5,0,0,0,0,0
10007140,10007140,US1505F-00,1,0,50,24,2021-23,2022-23,2021-22,,0,80,0,0,0,0,0,15
10007141,10007141,BXARCT100,1,0,40,14,2022-23,2022-23,,,0,95,0,0,0,0,0,5
10007141,10007141,BXBSSE101,2,1,20,23,2021-23,2022-23,2021-22,CAH13-01-02,0,40,0,5,0,0,0,55
